uuid,observed_on_string,updated_at,quality_grade,url,image_url,sound_url,tag_list,description,num_identification_agreements,num_identification_disagreements,place_guess,private_place_guess,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id,taxon_order_name,filepath
ddbef64d-f3b9-4159-b372-6ef200c45761,2013-07-24 16:26:13,2025-11-24 19:10:19 UTC,needs_id,http://www.inaturalist.org/observations/345119,https://inaturalist-open-data.s3.amazonaws.com/photos/429608/medium.jpg,,,,4.0,0.0,Sagehen Creek Field Station,,common lichens,Lecanoromycetes,Common Lichens,Fungi,54743.0,,inat_images/345119_Fungi_Lecanoromycetes.jpg
c8d877e3-872e-4bd9-98c5-6ac9a6a1a1c9,2013-07-25,2020-10-31 15:16:09 UTC,needs_id,http://www.inaturalist.org/observations/351808,https://inaturalist-open-data.s3.amazonaws.com/photos/438647/medium.png,,,,1.0,0.0,First Landing State Park Virginia Beach,,boletes and allies,Boletales,boletes and allies,Fungi,48427.0,Boletales,inat_images/351808_Fungi_Boletales.jpg
2dcb175e-ef0c-40fd-b760-ab70454d25f8,Thu Aug 22 2013 10:13:26 GMT-0400 (EDT),2023-06-26 01:41:48 UTC,needs_id,http://www.inaturalist.org/observations/376409,https://inaturalist-open-data.s3.amazonaws.com/photos/470585/medium.jpg,,,,1.0,0.0,"15021, Burgettstown, Pennsylvania, US",,Common Gilled Mushrooms and Allies,Agaricales,Common Gilled Mushrooms and Allies,Fungi,47167.0,Agaricales,inat_images/376409_Fungi_Agaricales.jpg
5b5aead0-5617-4718-b3fe-cc3bd3da0a9c,2013-09-15 15:59:26,2025-05-26 06:00:21 UTC,needs_id,http://www.inaturalist.org/observations/399243,https://inaturalist-open-data.s3.amazonaws.com/photos/499690/medium.JPG,,,,3.0,0.0,"Erie, Pennsylvania, United States",,agaricomycetes,Agaricomycetes,"Mushrooms, Bracket Fungi, Puffballs, and Allies",Fungi,50814.0,,inat_images/399243_Fungi_Agaricomycetes.jpg
29cea77e-e1cf-40a0-a574-77020640ad50,2013-09-28,2022-12-20 11:58:35 UTC,needs_id,http://www.inaturalist.org/observations/411176,https://static.inaturalist.org/photos/517494/medium.jpg,,,"Sansoori, Seosan.",1.0,0.0,"Seosan, KR-GN, KR",,Polyporales,Polyporales,Shelf Fungi,Fungi,47380.0,Polyporales,inat_images/411176_Fungi_Polyporales.jpg
0420a702-348c-4bdf-b003-46ee877c923e,2013-10-05 15:59:15,2022-09-04 23:45:59 UTC,needs_id,http://www.inaturalist.org/observations/419735,https://inaturalist-open-data.s3.amazonaws.com/photos/528878/medium.jpg,,fungus,,1.0,0.0,"North Carolina, US",,shelf fungi,Polyporales,Shelf Fungi,Fungi,47380.0,Polyporales,inat_images/419735_Fungi_Polyporales.jpg
bb57e6a7-bc65-40f9-ab88-922f0cdea4f2,2013-06-21,2023-07-06 20:53:14 UTC,needs_id,http://www.inaturalist.org/observations/429133,https://inaturalist-open-data.s3.amazonaws.com/photos/540583/medium.jpg,,,,1.0,0.0,"fairfield, oh",,Common Gilled Mushrooms and Allies,Agaricales,Common Gilled Mushrooms and Allies,Fungi,47167.0,Agaricales,inat_images/429133_Fungi_Agaricales.jpg
d602c7b7-250f-4464-bf03-c64affe92cad,2013-10-23,2023-07-08 19:40:10 UTC,needs_id,http://www.inaturalist.org/observations/438046,https://inaturalist-open-data.s3.amazonaws.com/photos/551496/medium.jpg,,,,1.0,0.0,"West Rutland Recreation Area, West Rutland, Vermont",,sac fungi,Ascomycota,Ascomycete Fungi,Fungi,48250.0,,inat_images/438046_Fungi_Ascomycota.jpg
d3f93f83-33f1-4e1d-aa7d-4c5ec4f415f3,2013-11-16,2022-05-30 20:57:06 UTC,needs_id,http://www.inaturalist.org/observations/460058,https://inaturalist-open-data.s3.amazonaws.com/photos/580075/medium.jpg,,,A gigantic mushroom (about 10-1212 cm diameter) with a very pleasant smell of mushroom. ,1.0,0.0,Briones Regional Park,,boletes and allies,Boletales,boletes and allies,Fungi,48427.0,Boletales,inat_images/460058_Fungi_Boletales.jpg
ac349e3d-ad16-4131-843b-31a2dda84d27,2013-11-23 10:01:39,2025-06-17 10:41:56 UTC,needs_id,http://www.inaturalist.org/observations/466313,https://inaturalist-open-data.s3.amazonaws.com/photos/588165/medium.jpg,,,Turkey tail,3.0,0.0,"El Dorado Hills, California, United States",,hairy curtain crust,Agaricomycetes,"Mushrooms, Bracket Fungi, Puffballs, and Allies",Fungi,50814.0,,inat_images/466313_Fungi_Agaricomycetes.jpg
a28ad121-7e2d-4139-b0d5-5d516ab85f09,2013-12-27 3:51:10 PM PST,2022-10-01 02:15:59 UTC,needs_id,http://www.inaturalist.org/observations/488487,https://inaturalist-open-data.s3.amazonaws.com/photos/617659/medium.jpg,,,in trader joes lot,1.0,0.0,"San Francisco County, US-CA, US",,common lichens,Lecanoromycetes,Common Lichens,Fungi,54743.0,,inat_images/488487_Fungi_Lecanoromycetes.jpg
8f1d6d07-a8d6-4e8c-b9b0-89efe1b6e77f,Sat Dec 28 2013 08:08:57 GMT-0400 (AST),2024-12-01 17:28:49 UTC,needs_id,http://www.inaturalist.org/observations/488729,https://inaturalist-open-data.s3.amazonaws.com/photos/618046/medium.jpg,,,,4.0,0.0,"Camino Vecinal, Culebra, PR, US",,"mushrooms, bracket fungi, puffballs, and allies",Agaricomycetes,"Mushrooms, Bracket Fungi, Puffballs, and Allies",Fungi,50814.0,,inat_images/488729_Fungi_Agaricomycetes.jpg
d3e53d41-ec0d-456a-a531-9771bf8a02ea,2013-12-16,2019-09-10 03:52:03 UTC,needs_id,http://www.inaturalist.org/observations/489416,https://inaturalist-open-data.s3.amazonaws.com/photos/619059/medium.JPG,,,"Found this in my yard, growing in soil, most of them around Bradford pear tree stumps- does anyone know if they are muscarine-containing mushrooms?  (Have a mystery on my hands over here.)",1.0,0.0,"Fayetteville, Georgia",,Gilled Mushrooms,Agaricales,Common Gilled Mushrooms and Allies,Fungi,47167.0,Agaricales,inat_images/489416_Fungi_Agaricales.jpg
363ba186-e5c9-43b7-a508-396287a1f24d,2014-01-01,2024-02-23 12:14:10 UTC,needs_id,http://www.inaturalist.org/observations/491305,https://inaturalist-open-data.s3.amazonaws.com/photos/621827/medium.jpg,,"Orange Thing, Woods, Farmville","This orange thing was on a fallen tree in the woods. I have no idea what it is. I touched it, thinking it was some sap oozing out from under the bark. I was surprised to find that it was firm, but it oozed out some orange liquid onto my finger (like a wet sponge would). Please tell me what this was! 
I think it looks similar to this Orange Fungus: http://www.yorkshirewalks.org/diary09/diary290.html

Additional photos added 1/3/3014: The first one was still there, and I discovered a smaller one approx. 2.5 feet away on the same fallen tree. Photos 3-5 added, #5 shows the second one.",3.0,1.0,"Farmville, North Carolina",,Basidiomycete Fungi,Basidiomycota,Basidiomycete Fungi,Fungi,47169.0,,inat_images/491305_Fungi_Basidiomycota.jpg
391fb097-91c5-4b02-81b1-644ccd048a6f,2014-01-26 4pm,2020-06-02 04:10:01 UTC,needs_id,http://www.inaturalist.org/observations/512939,https://static.inaturalist.org/photos/653032/medium.JPG,,,This was on the edge of a tide pool,2.0,0.0,russian gulch,,Pezizomycotina,Pezizomycotina,Sac Fungi and Lichens,Fungi,372740.0,,inat_images/512939_Fungi_Pezizomycotina.jpg
0abdc170-f769-4999-9465-47e771a4e1e8,Thu Feb 27 2014 13:53:29 GMT-0600 (CST),2022-09-05 03:04:18 UTC,needs_id,http://www.inaturalist.org/observations/545924,https://inaturalist-open-data.s3.amazonaws.com/photos/697074/medium.jpg,,,On tree trunk,1.0,0.0,"65–141 Camp Young Judea Dr, Woodcreek, Texas, US",,Higher Ascomycetes,Pezizomycotina,Sac Fungi and Lichens,Fungi,372740.0,,inat_images/545924_Fungi_Pezizomycotina.jpg
0b07c012-fd9d-443c-9152-0d479b24d5f1,2012-01-19,2021-06-28 22:02:25 UTC,needs_id,http://www.inaturalist.org/observations/551475,https://inaturalist-open-data.s3.amazonaws.com/photos/703650/medium.JPG,,"Antarctic, lichen",,1.0,0.0,Antarctic Peninsula,,Lecanoromycetes,Lecanoromycetes,Common Lichens,Fungi,54743.0,,inat_images/551475_Fungi_Lecanoromycetes.jpg
68b2dd63-1538-4714-a540-2200f9779640,2014-03-19,2022-12-12 18:57:21 UTC,needs_id,http://www.inaturalist.org/observations/576285,https://inaturalist-open-data.s3.amazonaws.com/photos/732804/medium.JPG,,,,4.0,0.0,"bolingbrook, il",,Agaricomycetes,Agaricomycetes,"Mushrooms, Bracket Fungi, Puffballs, and Allies",Fungi,50814.0,,inat_images/576285_Fungi_Agaricomycetes.jpg
343cda72-7de1-448c-bb45-2251dc6947f3,Thu Apr 24 2014 12:23:31 GMT-0700 (PDT),2025-01-18 22:38:21 UTC,needs_id,http://www.inaturalist.org/observations/641749,https://static.inaturalist.org/photos/808903/medium.jpg,,,,3.0,0.0,"Henry Cowell Redwoods St Park, Felton, California, US",,"mushrooms, bracket fungi, puffballs, and allies",Agaricomycetes,"Mushrooms, Bracket Fungi, Puffballs, and Allies",Fungi,50814.0,,inat_images/641749_Fungi_Agaricomycetes.jpg
1b52dd5a-b80d-4359-a4cf-b970fe9bc470,2010-01-02 15:31:06,2023-02-11 18:48:45 UTC,needs_id,http://www.inaturalist.org/observations/819078,https://inaturalist-open-data.s3.amazonaws.com/photos/1033201/medium.jpg,,,,2.0,0.0,"Williams, CA",,Higher Ascomycetes,Pezizomycotina,Sac Fungi and Lichens,Fungi,372740.0,,inat_images/819078_Fungi_Pezizomycotina.jpg
024dbf4d-4897-4803-83e8-dccbb2eece97,Tue Aug 19 2014 13:14:39 GMT-0400 (EDT),2024-08-15 11:05:39 UTC,needs_id,http://www.inaturalist.org/observations/839385,https://inaturalist-open-data.s3.amazonaws.com/photos/1062651/medium.jpg,,,,3.0,1.0,"Nottawasaga Bluffs Conservation Area, Clearview, ON, CA",,Helotiales,Helotiales,,Fungi,49073.0,Helotiales,inat_images/839385_Fungi_Helotiales.jpg
46ce1053-9fa7-4490-b4b0-5dd246b671d7,2014-08-23,2023-08-24 13:57:29 UTC,needs_id,http://www.inaturalist.org/observations/849111,https://inaturalist-open-data.s3.amazonaws.com/photos/1075208/medium.JPG,,,,3.0,0.0,State College PA,,Common Gilled Mushrooms and Allies,Agaricales,Common Gilled Mushrooms and Allies,Fungi,47167.0,Agaricales,inat_images/849111_Fungi_Agaricales.jpg
04ca6a0f-7429-40c8-b4b0-266d765ca750,2014-10-05 17:12:52,2025-11-06 06:37:11 UTC,needs_id,http://www.inaturalist.org/observations/912001,https://inaturalist-open-data.s3.amazonaws.com/photos/1163232/medium.JPG,,,,2.0,1.0,Gibson Ranch County Park,,"mushrooms, bracket fungi, puffballs, and allies",Agaricomycetes,"Mushrooms, Bracket Fungi, Puffballs, and Allies",Fungi,50814.0,,inat_images/912001_Fungi_Agaricomycetes.jpg
2c373520-3c6b-499a-ae84-3b84634ed852,1989-01-26,2025-07-26 18:50:41 UTC,needs_id,http://naturewatch.org.nz/observations/341479,https://inaturalist-open-data.s3.amazonaws.com/photos/1200224/medium.,,,"Hills, c 600m; granite",3.0,0.0,"Gerlache Hills, Antarctica",,Higher Ascomycetes,Pezizomycotina,Sac Fungi and Lichens,Fungi,372740.0,,inat_images/944361_Fungi_Pezizomycotina.jpg
b2eff5ae-4304-4b21-a636-627ed2d2c6f7,1991-06-12,2024-03-14 03:13:17 UTC,needs_id,http://naturewatch.org.nz/observations/362402,https://inaturalist-open-data.s3.amazonaws.com/photos/1187537/medium.jpg,,"forest floor, fungi","I spent a couple of days in the winter of 1991 with a friend practising macro photography on the fungi we found in Riccarton Bush. The photos weren't taken with an eye to identification. Perhaps some are of interest though, since this was over 20 years ago now.",1.0,0.0,"Riccarton Bush, Christchurch, Canterbury, New Zealand",,Common Gilled Mushrooms and Allies,Agaricales,Common Gilled Mushrooms and Allies,Fungi,47167.0,Agaricales,inat_images/964187_Fungi_Agaricales.jpg
d0a8017c-edc1-43b4-9c5e-37dcdd266b4a,Sat Aug 31 2013 17:08:06 GMT+1200 (NZST),2023-03-08 12:41:11 UTC,needs_id,http://naturewatch.org.nz/observations/369446,https://inaturalist-open-data.s3.amazonaws.com/photos/1224231/medium.,,"black, grey, tree trunk, lichen",On tree trunk,3.0,0.0,"Faulkner Park, Judea, Bay of Plenty, NZ",,Caliciales,Caliciales,"button lichens, rosette lichens, and allies",Fungi,372828.0,Caliciales,inat_images/970788_Fungi_Caliciales.jpg
a27e1c41-d043-46ef-ac27-d87bc6c5324b,2013-09-24,2023-10-09 06:10:13 UTC,needs_id,http://naturewatch.org.nz/observations/371100,https://inaturalist-open-data.s3.amazonaws.com/photos/1226553/medium.,,,,1.0,0.0,"Catlins River, South Otago",,Fungi including Lichens,Ascomycota,Ascomycete Fungi,Fungi,48250.0,,inat_images/972397_Fungi_Ascomycota.jpg
594ba862-49b5-40c6-abae-47b0eea8b21c,"December 6, 2013",2025-03-30 09:48:53 UTC,needs_id,http://naturewatch.org.nz/observations/377859,https://inaturalist-open-data.s3.amazonaws.com/photos/1235345/medium.,,,"Terana caerulea - Cobalt Crust ?

Observed on two adjacent Astelias, approx. 2 metres apart.
Notice third photo, encrustation appears ""crumb-like"" as if it fell onto the leaf from a tree above.",1.0,0.0,Dunedin - Sullivan's Dam,,Fungi Including Lichens,Fungi,Fungi Including Lichens,Fungi,47170.0,,inat_images/978784_Fungi_Fungi.jpg
7124abf5-9ec3-4e72-b507-25fd4793d156,2014-05-31,2026-02-02 22:17:16 UTC,needs_id,http://naturewatch.org.nz/observations/406621,https://inaturalist-open-data.s3.amazonaws.com/photos/1264079/medium.,,,on Carex sp.,7.0,0.0,Charleston NZ,,Fungi Including Lichens,Fungi,Fungi Including Lichens,Fungi,47170.0,,inat_images/1003158_Fungi_Fungi.jpg
ecfb2bd9-5b08-4938-b8d2-8ea907d33d97,2014-09-14,2024-02-18 20:20:39 UTC,needs_id,http://www.inaturalist.org/observations/1025131,https://inaturalist-open-data.s3.amazonaws.com/photos/1285199/medium.jpg,,,,1.0,0.0,"5042 Ilchester Rd, Ellicott City, MD, US ",,Common Gilled Mushrooms and Allies,Agaricales,Common Gilled Mushrooms and Allies,Fungi,47167.0,Agaricales,inat_images/1025131_Fungi_Agaricales.jpg
fe706703-901c-419d-9b9a-f4e65f783543,2014-10-29,2023-02-12 01:42:27 UTC,needs_id,http://www.inaturalist.org/observations/1046052,https://inaturalist-open-data.s3.amazonaws.com/photos/1312630/medium.jpg,,"fungi, mushroom",Mushroom found in wood chip area. Flat yellow-orange cap with slight bump in center. About a 2 in. high tan stem and crowded brown gills underneath.,1.0,0.0,"Union Bay Natural Area, Seattle WA",,Common Gilled Mushrooms and Allies,Agaricales,Common Gilled Mushrooms and Allies,Fungi,47167.0,Agaricales,inat_images/1046052_Fungi_Agaricales.jpg
a4d50d0e-5bca-4ed7-ba9d-24fa4999d00f,2014-11-08 14:13:44,2025-06-08 21:07:57 UTC,needs_id,http://www.inaturalist.org/observations/1063806,https://inaturalist-open-data.s3.amazonaws.com/photos/1333639/medium.jpg,,,"Update - I changed this to Hycrocybe based on the texture of the cap surface and it's convex shape. However, it doesn't look like there are any recorded pink Hycrocybes in North America.

The spore print is white.

This article on North American hycrocybes is interesting.
http://www.fs.fed.us/nrs/pubs/jrnl/2014/nrs_2014_lodge_001.pdf



_______________________

So far this keys out as Mycena adonis ( which is actually a large group of species ). But I am thinking now it is not Mycena as the cap shape is wrong and the cap surface texture is wrong.

The gills and stem look correct for Mycena.

This single small mushroom was growing from the ground out of general mixed hardwood and pine woods. There was white mycelium nearby but it was not connected to it. When I dug it up, it was rooted and I saw no mycelium.

The cap is just at 1 cm across. The stem is 4-6 times longer than the cap size. 

This mushroom is pink. The stem is translucent pink. The gills are pink and the cap is pink.

I crushed the base of the stem and it smelled like chlorophyll, like chewing on grass blades.

I am trying to get a spore print.

The gills are wide spaced with a shorter intermediate gill at the outer edge, see photos.",3.0,0.0,"Gregg, Texas, United States",,Common Gilled Mushrooms and Allies,Agaricales,Common Gilled Mushrooms and Allies,Fungi,47167.0,Agaricales,inat_images/1063806_Fungi_Agaricales.jpg
fd151d2f-85a2-4159-9193-2e975c864ee2,2014-11-04,2022-10-10 08:17:45 UTC,needs_id,http://naturewatch.org.nz/observations/1066620,https://inaturalist-open-data.s3.amazonaws.com/photos/1337052/medium.JPG,,,open ground with Siphula,2.0,0.0,Lewis Pass,,Common Lichens,Lecanoromycetes,Common Lichens,Fungi,54743.0,,inat_images/1066620_Fungi_Lecanoromycetes.jpg
0bab1a06-7d97-4436-9a0f-1328cdfe684c,2014-11-12 4:43:39 PM PST,2023-08-26 12:28:35 UTC,needs_id,http://www.inaturalist.org/observations/1070743,https://static.inaturalist.org/photos/1342166/medium.jpg,,,"Mushroom with a pale yellow core,  and Grey radiating grooves on the upper surface ",1.0,0.0,"Samuel P. Taylor State Park, Marin County, Golden Gate National Recreation Area, US-CA, US",,Common Gilled Mushrooms and Allies,Agaricales,Common Gilled Mushrooms and Allies,Fungi,47167.0,Agaricales,inat_images/1070743_Fungi_Agaricales.jpg
d4a93b3f-1c8e-48c8-bd5b-a34a209ef09a,2014-10-29,2018-11-06 18:33:18 UTC,needs_id,http://www.inaturalist.org/observations/1073706,https://inaturalist-open-data.s3.amazonaws.com/photos/1346012/medium.JPG,,,,2.0,0.0,Seward Park,,agaricomycetes,Agaricomycetes,"Mushrooms, Bracket Fungi, Puffballs, and Allies",Fungi,50814.0,,inat_images/1073706_Fungi_Agaricomycetes.jpg
37c406b6-b7fe-4e9e-abd1-c4f383355d12,2014-10-29,2016-12-06 17:03:56 UTC,needs_id,http://www.inaturalist.org/observations/1073711,https://inaturalist-open-data.s3.amazonaws.com/photos/1346016/medium.JPG,,,,2.0,0.0,Seward Park,,Agaricomycetes,Agaricomycetes,"Mushrooms, Bracket Fungi, Puffballs, and Allies",Fungi,50814.0,,inat_images/1073711_Fungi_Agaricomycetes.jpg
36d21224-1f94-4148-957c-d2c01cb3d514,2014-10-29,2023-02-12 02:23:22 UTC,needs_id,http://www.inaturalist.org/observations/1073713,https://inaturalist-open-data.s3.amazonaws.com/photos/1346018/medium.JPG,,,,3.0,1.0,Seward Park,,boletes and allies,Boletales,boletes and allies,Fungi,48427.0,Boletales,inat_images/1073713_Fungi_Boletales.jpg
40fb6c6b-cbb8-41be-9db4-84b624491236,2014-11-15 14:52:05,2023-12-22 17:30:44 UTC,needs_id,http://naturewatch.org.nz/observations/1102154,https://inaturalist-open-data.s3.amazonaws.com/photos/1385391/medium.jpg,,leaf pathogen,Fuchsia rust on tree fuchsia leaves.,1.0,0.0,"160 Reynolds Valley Road, Reynolds Valley, Okuti Valley, Banks Peninsula, Canterbury, New Zealand",,rust fungi,Pucciniales,rust fungi,Fungi,69968.0,Pucciniales,inat_images/1102154_Fungi_Pucciniales.jpg
443f62f5-bab9-4862-8f98-cee061bf8db9,Sat Dec 20 2014 12:25:23 GMT-0800 (PST),2025-03-30 09:18:49 UTC,needs_id,http://www.inaturalist.org/observations/1140369,https://inaturalist-open-data.s3.amazonaws.com/photos/1434544/medium.jpg,,,,4.0,1.0,"Lincoln Park Golf Course, San Francisco, CA, US",,Fungi Including Lichens,Fungi,Fungi Including Lichens,Fungi,47170.0,,inat_images/1140369_Fungi_Fungi.jpg
7222d364-7b4d-416b-a220-8f2099e3b4dc,2014-08-03,2024-12-25 03:41:56 UTC,needs_id,http://www.inaturalist.org/observations/1196621,https://inaturalist-open-data.s3.amazonaws.com/photos/1511675/medium.JPG,,Isla de Príncipe,,1.0,0.0,Isla de Príncipe,,Xylariales,Xylariales,,Fungi,48805.0,Xylariales,inat_images/1196621_Fungi_Xylariales.jpg
31e768f1-771c-44a4-82fa-e648750ac9fb,Sat Feb 07 2015 16:21:30 GMT-0500 (EST),2023-02-13 05:51:48 UTC,needs_id,http://www.inaturalist.org/observations/1218290,https://static.inaturalist.org/photos/1537632/medium.jpg,,,Found next to a pine tree at Travathan pond,1.0,0.0,"3300–3424 Stamper St, Fountain, NC, US",,Common Gilled Mushrooms and Allies,Agaricales,Common Gilled Mushrooms and Allies,Fungi,47167.0,Agaricales,inat_images/1218290_Fungi_Agaricales.jpg
3732904d-6e5c-4a0d-9fb9-135fbf6126cf,2014-10-06,2025-07-03 04:47:02 UTC,needs_id,http://www.inaturalist.org/observations/1286357,https://inaturalist-open-data.s3.amazonaws.com/photos/1613424/medium.JPG,,,Not sure if this is some type of egg goop or a fungus or what. was at the base of a tree. It was creepy. Gel like in a long strand along with another gelatinous pile of goop.,2.0,1.0,"The Boulders, Berkshire County, Pittsfield, MA, US",,Fungi Including Lichens,Fungi,Fungi Including Lichens,Fungi,47170.0,,inat_images/1286357_Fungi_Fungi.jpg
c6f7c413-45e7-448a-afe1-2f9b935814a2,2014-09-03,2023-06-26 00:05:55 UTC,needs_id,http://www.inaturalist.org/observations/1297184,https://inaturalist-open-data.s3.amazonaws.com/photos/1627703/medium.JPG,,,,1.0,0.0,"The Boulders, Berkshire County, Pittsfield, MA, US",,Common Gilled Mushrooms and Allies,Agaricales,Common Gilled Mushrooms and Allies,Fungi,47167.0,Agaricales,inat_images/1297184_Fungi_Agaricales.jpg
56e5363b-9fde-4332-a5d5-2f8d9de0cd29,2015-03-25 6:11:05 PM,2019-05-08 18:46:41 UTC,needs_id,http://www.inaturalist.org/observations/1338806,https://static.inaturalist.org/photos/1657570/medium.JPG,,,,1.0,0.0,Corinth Community Park,,Shelf Fungi,Polyporales,Shelf Fungi,Fungi,47380.0,Polyporales,inat_images/1338806_Fungi_Polyporales.jpg
205199a6-4e5b-4afa-baa1-cd4592bbe982,2015-05-03,2022-12-01 18:34:48 UTC,needs_id,http://naturewatch.org.nz/observations/1449245,https://inaturalist-open-data.s3.amazonaws.com/photos/1795759/medium.jpg,,,Growing from old fallen log.,1.0,0.0,"No. 1 Line track, Pohangina Valley, southern Ruahine Range",,Agaricomycetes,Agaricomycetes,"Mushrooms, Bracket Fungi, Puffballs, and Allies",Fungi,50814.0,,inat_images/1449245_Fungi_Agaricomycetes.jpg
de04fc37-23ef-49f2-91ec-9c73bde2d987,Sat May 02 2015 17:52:28 GMT-0400 (EDT),2023-06-26 12:39:49 UTC,needs_id,http://www.inaturalist.org/observations/1451365,https://inaturalist-open-data.s3.amazonaws.com/photos/1798410/medium.jpg,,,Growing out of parking lot!,1.0,0.0,"96 Bishop Allen Dr, Cambridge, MA, US",,Common Gilled Mushrooms and Allies,Agaricales,Common Gilled Mushrooms and Allies,Fungi,47167.0,Agaricales,inat_images/1451365_Fungi_Agaricales.jpg
