id,uuid,observed_on,time_observed_at,user_id,quality_grade,url,image_url,sound_url,num_identification_agreements,num_identification_disagreements,place_guess,private_place_guess,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id,taxon_kingdom_name,taxon_phylum_name,taxon_class_name,taxon_order_name,filepath,genus,family,family_common
258442594,6ca1b46d-d472-4468-9dea-7c836d4da0e8,2025-01-13,2025-01-14 02:15:00 UTC,5923218,research,https://www.inaturalist.org/observations/258442594,,https://static.inaturalist.org/sounds/1285518.m4a?1736834161,1,0,"Disney's Animal Kingdom Lodge - Kidani, Bay Lake, FL 34747, USA",,Florida Cricket Frog,Acris gryllus dorsalis,Florida Cricket Frog,Amphibia,122229,Animalia,Chordata,Amphibia,Anura,258442594_Animalia_Amphibia_Anura.m4a,Acris,Hylidae,"Tree Frogs (Spring Peepers, Gray Treefrogs)"
258442692,19d0adc5-81df-452a-a041-9ee3931b1ca7,2025-01-13,2025-01-14 03:45:00 UTC,5923218,research,https://www.inaturalist.org/observations/258442692,,https://static.inaturalist.org/sounds/1285519.m4a?1736834291,1,0,"Disney's Animal Kingdom Lodge - Kidani, Bay Lake, FL 34747, USA",,Southern Cricket Frog,Acris gryllus,Southern Cricket Frog,Amphibia,24233,Animalia,Chordata,Amphibia,Anura,258442692_Animalia_Amphibia_Anura.m4a,Acris,Hylidae,"Tree Frogs (Spring Peepers, Gray Treefrogs)"
258442695,2ab6f574-3afa-4317-a5a2-b3f6294f8767,2025-01-13,2025-01-14 02:11:00 UTC,5923218,research,https://www.inaturalist.org/observations/258442695,,https://static.inaturalist.org/sounds/1285521.m4a?1736834295,1,0,"Disney's Animal Kingdom Lodge - Kidani, Bay Lake, FL 34747, USA",,Southern Cricket Frog,Acris gryllus,Southern Cricket Frog,Amphibia,24233,Animalia,Chordata,Amphibia,Anura,258442695_Animalia_Amphibia_Anura.m4a,Acris,Hylidae,"Tree Frogs (Spring Peepers, Gray Treefrogs)"
258509483,aa97e1ca-ebcc-477d-983c-3e2168d523d8,2025-01-14,2025-01-14 18:07:00 UTC,132927,research,https://www.inaturalist.org/observations/258509483,,https://static.inaturalist.org/sounds/1285943.mp3?1736899433,1,0,"Dorchester County, SC, USA",,Upland Chorus Frog,Pseudacris feriarum,Upland Chorus Frog,Amphibia,24263,Animalia,Chordata,Amphibia,Anura,258509483_Animalia_Amphibia_Anura.mp3,Pseudacris,Hylidae,"Tree Frogs (Spring Peepers, Gray Treefrogs)"
258662685,cb89d15d-55ee-44b5-b3ec-25ba06da0434,2025-01-16,2025-01-16 16:43:03 UTC,2442320,research,https://www.inaturalist.org/observations/258662685,,https://static.inaturalist.org/sounds/1286837.m4a?1737045910,2,0,"Pasadena, TX, US",,Cajun Chorus Frog,Pseudacris fouquettei,Cajun Chorus Frog,Amphibia,66952,Animalia,Chordata,Amphibia,Anura,258662685_Animalia_Amphibia_Anura.m4a,Pseudacris,Hylidae,"Tree Frogs (Spring Peepers, Gray Treefrogs)"
258704681,61b30cde-1487-48a5-9a07-50ec0c649c28,2025-01-16,2025-01-17 02:01:22 UTC,17564,research,https://www.inaturalist.org/observations/258704681,,https://static.inaturalist.org/sounds/1287070.m4a?1737081026,2,0,"IH-10 W, Beaumont, TX, US",,Cajun Chorus Frog,Pseudacris fouquettei,Cajun Chorus Frog,Amphibia,66952,Animalia,Chordata,Amphibia,Anura,258704681_Animalia_Amphibia_Anura.m4a,Pseudacris,Hylidae,"Tree Frogs (Spring Peepers, Gray Treefrogs)"
258786464,6e3598c5-c0be-42ce-af79-0d4c480ef530,2025-01-17,2025-01-18 00:18:08 UTC,1682548,research,https://www.inaturalist.org/observations/258786464,,https://static.inaturalist.org/sounds/1287674.m4a?1737159503,2,0,"Wildcat Canyon Regional Park, Richmond, CA, US",,Pacific chorus frog,Pseudacris regilla,Pacific chorus frog,Amphibia,24259,Animalia,Chordata,Amphibia,Anura,258786464_Animalia_Amphibia_Anura.m4a,Pseudacris,Hylidae,"Tree Frogs (Spring Peepers, Gray Treefrogs)"
258790644,e48d1e8d-1cbc-474f-9231-45fdfc2c3ead,2025-01-17,2025-01-17 22:00:25 UTC,8172,research,https://www.inaturalist.org/observations/258790644,,https://static.inaturalist.org/sounds/1287694.m4a?1737163059,1,0,"Mariposa County, US-CA, US",,Pacific chorus frog,Pseudacris regilla,Pacific chorus frog,Amphibia,24259,Animalia,Chordata,Amphibia,Anura,258790644_Animalia_Amphibia_Anura.m4a,Pseudacris,Hylidae,"Tree Frogs (Spring Peepers, Gray Treefrogs)"
258840361,4305ce2e-a155-4a53-a8fc-e6a05325646a,2025-01-17,2025-01-17 20:19:44 UTC,8885963,research,https://www.inaturalist.org/observations/258840361,,https://static.inaturalist.org/sounds/1288034.m4a?1737213009,2,0,"Corinth, MS, US",,Bird-voiced Treefrog,Dryophytes avivoca,Bird-voiced Treefrog,Amphibia,1668927,Animalia,Chordata,Amphibia,Anura,258840361_Animalia_Amphibia_Anura.m4a,Dryophytes,Hylidae,"Tree Frogs (Spring Peepers, Gray Treefrogs)"
258886071,26833a47-2691-46cf-be47-319ed211149e,2025-01-18,2025-01-18 23:25:06 UTC,8172,research,https://www.inaturalist.org/observations/258886071,,https://static.inaturalist.org/sounds/1288289.m4a?1737242721,1,0,"Mariposa County, US-CA, US",,Pacific chorus frog,Pseudacris regilla,Pacific chorus frog,Amphibia,24259,Animalia,Chordata,Amphibia,Anura,258886071_Animalia_Amphibia_Anura.m4a,Pseudacris,Hylidae,"Tree Frogs (Spring Peepers, Gray Treefrogs)"
258888667,101f2b37-6061-4468-aed0-69a0aaa97761,2025-01-16,2025-01-16 16:54:05 UTC,5462751,research,https://www.inaturalist.org/observations/258888667,https://inaturalist-open-data.s3.amazonaws.com/photos/464597804/medium.jpg,https://static.inaturalist.org/sounds/1288300.m4a?1737244730,2,0,"Brazos Bend State Park, Needville, TX, US",,Cajun Chorus Frog,Pseudacris fouquettei,Cajun Chorus Frog,Amphibia,66952,Animalia,Chordata,Amphibia,Anura,258888667_Animalia_Amphibia_Anura.m4a,Pseudacris,Hylidae,"Tree Frogs (Spring Peepers, Gray Treefrogs)"
258898266,6a006107-1259-4a50-a18e-1bc93875bb64,2025-01-17,2025-01-17 16:44:32 UTC,39264,research,https://www.inaturalist.org/observations/258898266,,https://static.inaturalist.org/sounds/1288342.m4a?1737251414,1,0,"Estero Llano Grande State Park, Mercedes, TX, US",,Rio Grande Leopard Frog,Lithobates berlandieri,Rio Grande Leopard Frog,Amphibia,65975,Animalia,Chordata,Amphibia,Anura,258898266_Animalia_Amphibia_Anura.m4a,Lithobates,Ranidae,"True Frogs (Bullfrogs, Leopard Frogs)"
258904290,579d8e4e-6ea0-4ec3-8b55-3e714dc62809,2025-01-16,2025-01-16 22:07:00 UTC,400025,research,https://www.inaturalist.org/observations/258904290,,https://static.inaturalist.org/sounds/1288360.mp3?1737255757,1,0,"Sand Point, Seattle, WA 98115, USA",,Pacific chorus frog,Pseudacris regilla,Pacific chorus frog,Amphibia,24259,Animalia,Chordata,Amphibia,Anura,258904290_Animalia_Amphibia_Anura.mp3,Pseudacris,Hylidae,"Tree Frogs (Spring Peepers, Gray Treefrogs)"
258944799,ecaa8ffb-119d-470f-927a-509fa47cce2a,2025-01-18,2025-01-19 00:49:00 UTC,2442561,research,https://www.inaturalist.org/observations/258944799,,https://static.inaturalist.org/sounds/1288654.m4a?1737295353,2,0,"Bristol, FL 32321, USA",,Southern Chorus Frog,Pseudacris nigrita,Southern Chorus Frog,Amphibia,24261,Animalia,Chordata,Amphibia,Anura,258944799_Animalia_Amphibia_Anura.m4a,Pseudacris,Hylidae,"Tree Frogs (Spring Peepers, Gray Treefrogs)"
258948127,fb289512-0ad8-4f1f-b789-eeefb785558e,2025-01-19,2025-01-19 14:38:12 UTC,8887634,research,https://www.inaturalist.org/observations/258948127,,https://static.inaturalist.org/sounds/1288669.m4a?1737297498,2,0,"SR-111, Moultrie, GA, US",,Spring Peeper,Pseudacris crucifer,Spring Peeper,Amphibia,24268,Animalia,Chordata,Amphibia,Anura,258948127_Animalia_Amphibia_Anura.m4a,Pseudacris,Hylidae,"Tree Frogs (Spring Peepers, Gray Treefrogs)"
258971951,9cf9c104-9b9e-486c-af9d-251ed07dbcaa,2025-01-19,2025-01-19 17:54:00 UTC,2442561,research,https://www.inaturalist.org/observations/258971951,,https://static.inaturalist.org/sounds/1288841.m4a?1737312948,1,0,"Wakulla Springs, FL 32327, USA",,Southern Chorus Frog,Pseudacris nigrita,Southern Chorus Frog,Amphibia,24261,Animalia,Chordata,Amphibia,Anura,258971951_Animalia_Amphibia_Anura.m4a,Pseudacris,Hylidae,"Tree Frogs (Spring Peepers, Gray Treefrogs)"
259113487,ba592d54-96a4-40c8-9e12-c953606b0f00,2025-01-19,2025-01-19 18:00:00 UTC,108681,research,https://www.inaturalist.org/observations/259113487,,https://static.inaturalist.org/sounds/1289686.wav?1737424436,1,0,"Eastlake Woods, Chula Vista, CA 91914, USA",,Pacific chorus frog,Pseudacris regilla,Pacific chorus frog,Amphibia,24259,Animalia,Chordata,Amphibia,Anura,259113487_Animalia_Amphibia_Anura.wav,Pseudacris,Hylidae,"Tree Frogs (Spring Peepers, Gray Treefrogs)"
259201034,63d2d0ca-32fc-417f-bde2-a27b0f375505,2025-01-21,,6511242,research,https://www.inaturalist.org/observations/259201034,,https://static.inaturalist.org/sounds/1290162.wav?1737505537,2,0,Las Positas College,,Pacific chorus frog,Pseudacris regilla,Pacific chorus frog,Amphibia,24259,Animalia,Chordata,Amphibia,Anura,259201034_Animalia_Amphibia_Anura.wav,Pseudacris,Hylidae,"Tree Frogs (Spring Peepers, Gray Treefrogs)"
259494533,20b7b77a-7389-4045-a0b0-3a99abf2d1a1,2025-01-19,2025-01-20 03:30:00 UTC,1000460,research,https://www.inaturalist.org/observations/259494533,,https://static.inaturalist.org/sounds/1292107.m4a?1737775825,1,0,"Lacombe, LA 70445, USA",,Southern Leopard Frog,Lithobates sphenocephalus,Southern Leopard Frog,Amphibia,60341,Animalia,Chordata,Amphibia,Anura,259494533_Animalia_Amphibia_Anura.m4a,Lithobates,Ranidae,"True Frogs (Bullfrogs, Leopard Frogs)"
259687562,8e30229e-860b-407d-9c9e-1011f8c09935,2025-01-26,2025-01-26 17:59:00 UTC,3312888,research,https://www.inaturalist.org/observations/259687562,,https://static.inaturalist.org/sounds/1293439.m4a?1737924680,1,0,"Leon County, FL, USA",,Southern Leopard Frog,Lithobates sphenocephalus,Southern Leopard Frog,Amphibia,60341,Animalia,Chordata,Amphibia,Anura,259687562_Animalia_Amphibia_Anura.m4a,Lithobates,Ranidae,"True Frogs (Bullfrogs, Leopard Frogs)"
259761116,913d6e9d-a59e-4a33-8367-8a672d682b32,2025-01-27,2025-01-27 13:48:02 UTC,8674391,research,https://www.inaturalist.org/observations/259761116,,https://static.inaturalist.org/sounds/1293844.m4a?1737985717,2,0,"Poway, CA, USA",,Pacific chorus frog,Pseudacris regilla,Pacific chorus frog,Amphibia,24259,Animalia,Chordata,Amphibia,Anura,259761116_Animalia_Amphibia_Anura.m4a,Pseudacris,Hylidae,"Tree Frogs (Spring Peepers, Gray Treefrogs)"
259826824,b561c86c-0bf5-4be7-aad4-08478d410354,2025-01-27,2025-01-28 03:38:49 UTC,860961,research,https://www.inaturalist.org/observations/259826824,,https://static.inaturalist.org/sounds/1294338.m4a?1738035554,1,0,"Kopiko Plaza, Kailua Kona, HI, US",,Common Coqui,Eleutherodactylus coqui,Common Coqui,Amphibia,22454,Animalia,Chordata,Amphibia,Anura,259826824_Animalia_Amphibia_Anura.m4a,Eleutherodactylus,Eleutherodactylidae,Rain Frogs & Coquís
259876684,8007ff0b-10e5-4e02-a1e6-7a8c2e5f5edb,2025-01-28,2025-01-28 16:47:21 UTC,3589,research,https://www.inaturalist.org/observations/259876684,,https://static.inaturalist.org/sounds/1294676.m4a?1738082882,1,0,"Glen Cove St, Houston, TX, US",,Southern Leopard Frog,Lithobates sphenocephalus,Southern Leopard Frog,Amphibia,60341,Animalia,Chordata,Amphibia,Anura,259876684_Animalia_Amphibia_Anura.m4a,Lithobates,Ranidae,"True Frogs (Bullfrogs, Leopard Frogs)"
259924744,8ac0158f-10e3-4cc5-9444-94a39b36377c,2025-01-27,2025-01-27 22:10:10 UTC,1019332,research,https://www.inaturalist.org/observations/259924744,,https://static.inaturalist.org/sounds/1294931.m4a?1738119482,1,0,"Jackson St, Starkville, MS, US",,Upland Chorus Frog,Pseudacris feriarum,Upland Chorus Frog,Amphibia,24263,Animalia,Chordata,Amphibia,Anura,259924744_Animalia_Amphibia_Anura.m4a,Pseudacris,Hylidae,"Tree Frogs (Spring Peepers, Gray Treefrogs)"
259924790,8972a959-46bb-463e-a17d-f94d5df35f31,2025-01-27,2025-01-28 01:02:18 UTC,1019332,research,https://www.inaturalist.org/observations/259924790,,https://static.inaturalist.org/sounds/1294932.m4a?1738119527,1,0,"Sunflower Rd, Scooba, MS, US",,Upland Chorus Frog,Pseudacris feriarum,Upland Chorus Frog,Amphibia,24263,Animalia,Chordata,Amphibia,Anura,259924790_Animalia_Amphibia_Anura.m4a,Pseudacris,Hylidae,"Tree Frogs (Spring Peepers, Gray Treefrogs)"
259928570,a679f7f3-5ec3-45f5-909e-9e4f9b795ea3,2025-01-28,2025-01-29 03:27:00 UTC,7552341,research,https://www.inaturalist.org/observations/259928570,,https://static.inaturalist.org/sounds/1294963.wav?1738122755,1,0,"Texas, US",,Strecker's Chorus Frog,Pseudacris streckeri,Strecker's Chorus Frog,Amphibia,24257,Animalia,Chordata,Amphibia,Anura,259928570_Animalia_Amphibia_Anura.wav,Pseudacris,Hylidae,"Tree Frogs (Spring Peepers, Gray Treefrogs)"
259977730,7a34b643-b3a0-48a7-98b8-bd7c667be31c,2025-01-29,2025-01-29 17:29:22 UTC,757497,research,https://www.inaturalist.org/observations/259977730,,https://static.inaturalist.org/sounds/1295258.m4a?1738171808,1,0,"Ocean Springs, MS, US",,Southern Chorus Frog,Pseudacris nigrita,Southern Chorus Frog,Amphibia,24261,Animalia,Chordata,Amphibia,Anura,259977730_Animalia_Amphibia_Anura.m4a,Pseudacris,Hylidae,"Tree Frogs (Spring Peepers, Gray Treefrogs)"
260024338,2ffd9e42-75b9-4b46-8de8-5941d698701f,2025-01-29,2025-01-29 23:07:00 UTC,6304170,research,https://www.inaturalist.org/observations/260024338,,https://static.inaturalist.org/sounds/1295634.wav?1738204451,1,0,"Timothy R. Newman Pavilion, Orlando, FL 32826, USA",,Southern Leopard Frog,Lithobates sphenocephalus,Southern Leopard Frog,Amphibia,60341,Animalia,Chordata,Amphibia,Anura,260024338_Animalia_Amphibia_Anura.wav,Lithobates,Ranidae,"True Frogs (Bullfrogs, Leopard Frogs)"
260028093,ad6e69e4-c44f-447a-bd2d-c93013c2e842,2025-01-29,2025-01-29 23:17:00 UTC,2234521,research,https://www.inaturalist.org/observations/260028093,,https://static.inaturalist.org/sounds/1295654.m4a?1738207176,1,0,"Newton County, MS, USA",,Spring Peeper,Pseudacris crucifer,Spring Peeper,Amphibia,24268,Animalia,Chordata,Amphibia,Anura,260028093_Animalia_Amphibia_Anura.m4a,Pseudacris,Hylidae,"Tree Frogs (Spring Peepers, Gray Treefrogs)"
260028793,a6c5a979-cea4-4712-9262-56fcfad3ca6b,2025-01-29,2025-01-29 23:32:00 UTC,2234521,research,https://www.inaturalist.org/observations/260028793,,https://static.inaturalist.org/sounds/1295656.m4a?1738207710,2,0,"Newton County, MS, USA",,Upland Chorus Frog,Pseudacris feriarum,Upland Chorus Frog,Amphibia,24263,Animalia,Chordata,Amphibia,Anura,260028793_Animalia_Amphibia_Anura.m4a,Pseudacris,Hylidae,"Tree Frogs (Spring Peepers, Gray Treefrogs)"
260029487,b96ac900-e0e9-4c50-9eb3-a1ae8d2c5a16,2025-01-29,2025-01-29 23:42:00 UTC,2234521,research,https://www.inaturalist.org/observations/260029487,,https://static.inaturalist.org/sounds/1295665.m4a?1738208357,1,0,"Newton County, MS, USA",,Southern Leopard Frog,Lithobates sphenocephalus,Southern Leopard Frog,Amphibia,60341,Animalia,Chordata,Amphibia,Anura,260029487_Animalia_Amphibia_Anura.m4a,Lithobates,Ranidae,"True Frogs (Bullfrogs, Leopard Frogs)"
260071380,f6ff8c68-824e-49c9-8960-1c63afb9775a,2025-01-29,2025-01-30 02:06:00 UTC,762185,research,https://www.inaturalist.org/observations/260071380,,https://static.inaturalist.org/sounds/1295940.m4a?1738256812,1,0,"Moss Beach, CA, USA",,Pacific chorus frog,Pseudacris regilla,Pacific chorus frog,Amphibia,24259,Animalia,Chordata,Amphibia,Anura,260071380_Animalia_Amphibia_Anura.m4a,Pseudacris,Hylidae,"Tree Frogs (Spring Peepers, Gray Treefrogs)"
260075056,63e105a3-701f-4b4b-ad56-44e76c7e4f2a,2025-01-30,2025-01-30 16:46:00 UTC,95955,research,https://www.inaturalist.org/observations/260075056,,https://static.inaturalist.org/sounds/1295983.wav?1738259594,1,0,"Highlands/Perkins, Baton Rouge, LA, USA",,Cajun Chorus Frog,Pseudacris fouquettei,Cajun Chorus Frog,Amphibia,66952,Animalia,Chordata,Amphibia,Anura,260075056_Animalia_Amphibia_Anura.wav,Pseudacris,Hylidae,"Tree Frogs (Spring Peepers, Gray Treefrogs)"
260086094,b911a96d-a95b-4ebc-b627-2f94d58b1b8e,2025-01-29,2025-01-29 22:18:50 UTC,1019332,research,https://www.inaturalist.org/observations/260086094,,https://static.inaturalist.org/sounds/1296081.m4a?1738267378,1,0,"W Lincoln Dr SW, Smithdale, MS, US",,Cajun Chorus Frog,Pseudacris fouquettei,Cajun Chorus Frog,Amphibia,66952,Animalia,Chordata,Amphibia,Anura,260086094_Animalia_Amphibia_Anura.m4a,Pseudacris,Hylidae,"Tree Frogs (Spring Peepers, Gray Treefrogs)"
260086441,d0bcf8a0-813f-473d-8aaf-5bb6663b9bae,2025-01-30,2025-01-30 20:06:38 UTC,3541305,research,https://www.inaturalist.org/observations/260086441,,https://static.inaturalist.org/sounds/1296089.m4a?1738267622,1,0,"Garfield, GA, US",,Southern Chorus Frog,Pseudacris nigrita,Southern Chorus Frog,Amphibia,24261,Animalia,Chordata,Amphibia,Anura,260086441_Animalia_Amphibia_Anura.m4a,Pseudacris,Hylidae,"Tree Frogs (Spring Peepers, Gray Treefrogs)"
260105585,03cb7d86-081d-497a-ad9f-c2c7bcc1ee4b,2025-01-30,2025-01-31 00:17:51 UTC,2433299,research,https://www.inaturalist.org/observations/260105585,,https://static.inaturalist.org/sounds/1296251.m4a?1738282714,1,0,"S 560 Rd, Welling, OK, US",,Spring Peeper,Pseudacris crucifer,Spring Peeper,Amphibia,24268,Animalia,Chordata,Amphibia,Anura,260105585_Animalia_Amphibia_Anura.m4a,Pseudacris,Hylidae,"Tree Frogs (Spring Peepers, Gray Treefrogs)"
260113482,d9c25e43-2e47-46e8-b42d-7821298fa41e,2025-01-30,2025-01-31 02:09:56 UTC,7552341,research,https://www.inaturalist.org/observations/260113482,,https://static.inaturalist.org/sounds/1296312.m4a?1738289449,1,0,"Texas, US",,Strecker's Chorus Frog,Pseudacris streckeri,Strecker's Chorus Frog,Amphibia,24257,Animalia,Chordata,Amphibia,Anura,260113482_Animalia_Amphibia_Anura.m4a,Pseudacris,Hylidae,"Tree Frogs (Spring Peepers, Gray Treefrogs)"
260114649,788fc699-af10-4c7d-a550-24e53676d714,2025-01-30,2025-01-31 02:27:06 UTC,8915193,research,https://www.inaturalist.org/observations/260114649,,https://static.inaturalist.org/sounds/1296325.m4a?1738290450,1,0,"FM-848, Tyler, TX, US",,Southern Leopard Frog,Lithobates sphenocephalus,Southern Leopard Frog,Amphibia,60341,Animalia,Chordata,Amphibia,Anura,260114649_Animalia_Amphibia_Anura.m4a,Lithobates,Ranidae,"True Frogs (Bullfrogs, Leopard Frogs)"
260118362,f36f1c4f-53b8-4f9a-bad3-e20b15afa164,2025-01-30,2025-01-31 03:14:53 UTC,1019332,research,https://www.inaturalist.org/observations/260118362,,https://static.inaturalist.org/sounds/1296363.m4a?1738293338,1,0,"Jackson Liberty Dr SW, Smithdale, MS, US",,Spring Peeper,Pseudacris crucifer,Spring Peeper,Amphibia,24268,Animalia,Chordata,Amphibia,Anura,260118362_Animalia_Amphibia_Anura.m4a,Pseudacris,Hylidae,"Tree Frogs (Spring Peepers, Gray Treefrogs)"
260119886,7880f512-5909-4ffe-8d6d-98092e410a4a,2025-01-30,2025-01-31 03:37:00 UTC,8915332,research,https://www.inaturalist.org/observations/260119886,,https://static.inaturalist.org/sounds/1296369.m4a?1738294738,1,0,"Rosenberg, TX, US",,Southern Leopard Frog,Lithobates sphenocephalus,Southern Leopard Frog,Amphibia,60341,Animalia,Chordata,Amphibia,Anura,260119886_Animalia_Amphibia_Anura.m4a,Lithobates,Ranidae,"True Frogs (Bullfrogs, Leopard Frogs)"
260130665,ce5723b3-16d6-4293-9e91-b73a92346b7b,2025-01-29,2025-01-30 06:50:00 UTC,7230152,research,https://www.inaturalist.org/observations/260130665,,https://static.inaturalist.org/sounds/1296415.m4a?1738306393,1,0,"Lodi, CA, USA",,Pacific chorus frog,Pseudacris regilla,Pacific chorus frog,Amphibia,24259,Animalia,Chordata,Amphibia,Anura,260130665_Animalia_Amphibia_Anura.m4a,Pseudacris,Hylidae,"Tree Frogs (Spring Peepers, Gray Treefrogs)"
260153293,7b4792ab-a1e1-4c78-928a-2c907c341d4d,2025-01-31,,3428612,research,https://www.inaturalist.org/observations/260153293,,https://static.inaturalist.org/sounds/1296600.wav?1738331367,1,0,"Meridian, MS, USA",,Southern Leopard Frog,Lithobates sphenocephalus,Southern Leopard Frog,Amphibia,60341,Animalia,Chordata,Amphibia,Anura,260153293_Animalia_Amphibia_Anura.wav,Lithobates,Ranidae,"True Frogs (Bullfrogs, Leopard Frogs)"
